VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJ3E1EB4L,Yakima,Yakima,WA,98908,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,14,127175366,POINT (-120.56916 46.58514),PACIFICORP,53077000904
5YJ3E1EA7K,San Diego,San Diego,CA,92101,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,,266614659,POINT (-117.16171 32.71568),,06073005102
7JRBR0FL9M,Lane,Eugene,OR,97404,2021,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,,144502018,POINT (-123.12802 44.09573),,41039002401
5YJXCBE21K,Yakima,Yakima,WA,98908,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,14,477039944,POINT (-120.56916 46.58514),PACIFICORP,53077000401
5UXKT0C5XH,Snohomish,Bothell,WA,98021,2017,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,1,106314946,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051918
1N4AZ0CP4F,Snohomish,Everett,WA,98201,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,38,107901699,POINT (-122.20596 47.97659),PUGET SOUND ENERGY INC,53061040500
5YJ3E1EBXJ,Kitsap,Poulsbo,WA,98370,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,23,475036313,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035940100
WDC0G5EB0K,Yakima,Naches,WA,98937,2019,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,10,0,14,338148968,POINT (-120.69972 46.7309),PACIFICORP,53077003002
1N4AZ0CP3D,Kitsap,Port Orchard,WA,98366,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,26,249239623,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092200
KNDCC3LD9K,Kitsap,Olalla,WA,98359,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,26,475609368,POINT (-122.54729 47.42602),PUGET SOUND ENERGY INC,53035092802
KNDJX3AE8G,Snohomish,Bothell,WA,98012,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,21,442691672,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051927
KNDC3DLCXN,Thurston,Olympia,WA,98502,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,202289321,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
1G1RB6S59J,Snohomish,Marysville,WA,98270,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,44,207571087,POINT (-122.1769 48.06114),PUGET SOUND ENERGY INC,53061052710
5YJSA1CG3D,Riverside,Indio,CA,92201,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,,239204752,POINT (-116.21942 33.72213),,06065045606
1FADP3R48H,Kern,Rosamond,CA,93560,2017,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,100,0,,218307183,POINT (-118.16344 34.86438),,06029005805
5YJSA1E26H,Snohomish,Mukilteo,WA,98275,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,21,148435794,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061042005
1N4AZ1CP6K,Snohomish,Edmonds,WA,98026,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,21,255123998,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050300
1N4AZ1CP2K,Kitsap,Bainbridge Island,WA,98110,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,23,160966277,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035091001
1N4AZ0CP9D,Grant,Moses Lake,WA,98837,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,13,7439960,POINT (-119.2771 47.13196),PUD NO 2 OF GRANT COUNTY,53025011002
5YJ3E1EA3J,Thurston,Olympia,WA,98513,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,35,147120172,POINT (-122.80277 46.99409),PUGET SOUND ENERGY INC,53067012610
5YJXCBE2XH,Thurston,Olympia,WA,98513,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,2,131584841,POINT (-122.80277 46.99409),PUGET SOUND ENERGY INC,53067012331
5YJSA1E23G,Skagit,Anacortes,WA,98221,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,40,167389820,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,53057940403
1N4BZ0CP1H,Snohomish,Mukilteo,WA,98275,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,21,349632685,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061042001
5YJ3E1EA7J,Snohomish,Marysville,WA,98271,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,38,473850457,POINT (-122.19388 48.15353),PUGET SOUND ENERGY INC,53061053102
1N4BZ0CP4G,Snohomish,Edmonds,WA,98026,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,21,165186479,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061042003
JN1AZ0CP0B,Thurston,Tumwater,WA,98512,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,22,146998722,POINT (-122.92057 47.0031),PUGET SOUND ENERGY INC,53067010920
JN1AZ0CP0C,Kitsap,Poulsbo,WA,98370,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,23,206874818,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090501
1N4AZ0CP6D,Thurston,Olympia,WA,98502,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,22,174552178,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
5YJ3E1EB3J,Skagit,Anacortes,WA,98221,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,40,476400942,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,53057940301
5YJ3E1EBXJ,Yakima,Yakima,WA,98901,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,15,441885706,POINT (-120.50721 46.60448),PACIFICORP,53077001602
5YJ3E1EB9M,Yakima,Yakima,WA,98908,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,177950790,POINT (-120.56916 46.58514),PACIFICORP,53077002804
JN1AZ0CP0C,King,Newcastle,WA,98056,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,41,6157833,POINT (-122.18463 47.49929),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025001
5YJ3E1EB2J,King,Burien,WA,98146,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,34,474264997,POINT (-122.36178 47.49408),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026700
7JRH60FD2N,Thurston,Yelm,WA,98597,2022,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,41,0,2,218315625,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012531
7SAYGAEE2N,Yakima,Selah,WA,98942,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,15,218937288,POINT (-120.53113 46.65404),PACIFICORP,53077003200
WBY1Z8C30H,King,Seattle,WA,98105,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,0,43,9679106,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004301
1N4BZ0CP9G,Snohomish,Everett,WA,98204,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,21,121277565,POINT (-122.25527 47.90456),PUGET SOUND ENERGY INC,53061041809
JN1AZ0CPXB,Snohomish,Lynnwood,WA,98036,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,1,116950949,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051931
5YJ3E1EB8K,Snohomish,Snohomish,WA,98296,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,44,477786648,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052121
5UXTA6C09P,Chelan,Leavenworth,WA,98826,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,12,227246785,POINT (-120.65754 47.5982),PUD NO 1 OF CHELAN COUNTY,53007960201
5YJ3E1EA4H,Kitsap,Poulsbo,WA,98370,2017,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,23,185869561,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035940100
1N4AZ0CP3D,Snohomish,Lynnwood,WA,98037,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,21,247592838,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061050200
5YJYGDEF5L,Snohomish,Everett,WA,98201,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,38,112916989,POINT (-122.20596 47.97659),PUGET SOUND ENERGY INC,53061040800
5YJ3E1EA7L,Snohomish,Edmonds,WA,98026,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,21,103401581,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050300
5YJ3E1EB5L,King,Bothell,WA,98072,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,1,4953574,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021802
5YJ3E1EA2L,Snohomish,Bothell,WA,98012,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,1,112035724,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051936
5YJYGDEEXL,Snohomish,Bothell,WA,98021,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,1,118117247,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051918
1N4AZ0CP8F,Kitsap,Poulsbo,WA,98370,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,23,348800133,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090201
5YJSA1E23G,Kitsap,Silverdale,WA,98383,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,23,172994993,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,53035091205
1N4AZ0CP8D,Kitsap,Port Orchard,WA,98367,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,26,134808523,POINT (-122.65745 47.4916),PUGET SOUND ENERGY INC,53035092902
1G1FY6S00L,Thurston,Olympia,WA,98502,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,22,141449248,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011100
WBY1Z8C55H,Kitsap,Suquamish,WA,98392,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,0,23,348140327,POINT (-122.55242 47.73162),PUGET SOUND ENERGY INC,53035940100
1FADP5CU1E,Kitsap,Kingston,WA,98346,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,23,302447414,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
5YJSA1H13E,Thurston,Olympia,WA,98502,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,35,241793912,POINT (-122.92333 47.03779),,53067011902
1N4AZ1CP6K,Snohomish,Bothell,WA,98021,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,1,328920147,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051937
1G1RD6E40E,Yakima,Yakima,WA,98902,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,14,237588347,POINT (-120.52301 46.60138),PACIFICORP,53077001000
1N4AZ0CP3F,King,Seattle,WA,98115,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,46,119804982,POINT (-122.31765 47.70013),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003900
3FA6P0PU9E,Yakima,Yakima,WA,98902,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,14,212643980,POINT (-120.52301 46.60138),PACIFICORP,53077000800
KNDCC3LD5K,Kitsap,Bremerton,WA,98312,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,26,2581225,POINT (-122.66122 47.56573),PUGET SOUND ENERGY INC,53035080600
1N4AZ1CP2K,King,Bothell,WA,98011,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,1,343098269,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021804
WBY7Z8C59J,Kitsap,Bremerton,WA,98310,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,0,23,474007551,POINT (-122.61624 47.57772),PUGET SOUND ENERGY INC,53035080400
1N4AZ0CP7E,Thurston,Olympia,WA,98502,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22,169041799,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
1N4BZ0CP6H,Kitsap,Bainbridge Island,WA,98110,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,23,275744493,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090901
1N4AZ1CP6K,Snohomish,Lynnwood,WA,98036,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,1,219340131,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051931
KNDCE3LG6K,Thurston,Olympia,WA,98516,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,22,4760108,POINT (-122.75379 47.06316),PUGET SOUND ENERGY INC,53067012221
LYVBR0DM5K,Snohomish,Everett,WA,98208,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,44,293274439,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061052114
5UXTS1C08L,Thurston,Rainier,WA,98576,2020,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,2,175502491,POINT (-122.68993 46.88897),PUGET SOUND ENERGY INC,53067012531
5YJ3E1EB2L,Island,Clinton,WA,98236,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,10,8124973,POINT (-122.35803 47.9796),,53029972100
WMWXP3C08M,Snohomish,Bothell,WA,98012,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,110,0,21,216708159,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061041704
5YJXCDE21K,Snohomish,Marysville,WA,98271,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,38,254402249,POINT (-122.19388 48.15353),,53061940001
JN1AZ0CPXC,Thurston,Olympia,WA,98502,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,22,231067567,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
JTDKARFP6J,Kitsap,Suquamish,WA,98392,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,23,104882130,POINT (-122.55242 47.73162),PUGET SOUND ENERGY INC,53035940100
1N4BZ0CP4H,Snohomish,Snohomish,WA,98290,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,44,107993273,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052301
3FA6P0PU8D,Kitsap,Bremerton,WA,98310,2013,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,23,162471753,POINT (-122.61624 47.57772),PUGET SOUND ENERGY INC,53035080400
1G1FX6S07J,Snohomish,Bothell,WA,98021,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,1,262298739,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051918
3C3CFFGE5G,Snohomish,Edmonds,WA,98026,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,21,131558822,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050403
KNDCC3LG0L,Whitman,Pullman,WA,99163,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,9,219036443,POINT (-117.18147 46.73015),AVISTA CORP,53075000300
JTDKARFP1H,Whitman,Pullman,WA,99163,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,9,172077510,POINT (-117.18147 46.73015),AVISTA CORP,53075000202
7SAYGDEE6N,Whitman,Pullman,WA,99163,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,9,213421428,POINT (-117.18147 46.73015),AVISTA CORP,53075000300
5UXKT0C50G,King,Kent,WA,98031,2016,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,47,120864250,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029504
5YJYGDEE7M,Stevens,Chewelah,WA,99109,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,7,150190505,POINT (-117.71555 48.28136),AVISTA CORP,53065950800
JTMAB3FV2P,Thurston,Olympia,WA,98501,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,35,236634576,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067011721
